python-hyprland-monitors 0.9.0-1
python-hyprland-schema 0.7.1-1
python-hyprland-socket 0.12.2-1
python-hyprland-state 0.4.6-1
python-idna 3.20-1
python-inflect 7.5.0-2
python-inquirerpy 0.3.4-6.4
python-installer 1.0.1-1
python-jaraco.classes 3.4.0-3
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jeepney 0.9.0-3
python-keyring 25.7.0-3
python-markdown-it-py 4.2.0-1
python-materialyoucolor 3.0.2-1
python-materialyoucolor-debug 3.0.2-1
python-mdurl 0.1.2-9
python-more-itertools 11.1.0-1
python-numpy 2.5.3-1
python-packaging 26.3-1
python-pathspec 1.1.1-1
python-pexpect 4.9.0-7
python-pfzy 0.3.4-2
python-pillow 12.3.0-1
python-platformdirs 4.11.11-1
python-pluggy 1.6.0-3
python-prompt_toolkit 3.0.53-1
python-psutil 7.2.2-1
python-ptyprocess 0.7.0-9
python-pycparser 3.00-1
python-pycryptodome 3.23.0-2
python-pycryptodomex 3.23.0-3
python-pydantic 2.13.5-1
python-pydantic-core 3:2.46.5-1
python-pygments 2.21.0-1
python-pyproject-hooks 1.2.0-6
python-pyqt6 6.11.0-3
python-pyqt6-sip 13.12.0-1
python-pyqt6-webengine 6.11.0-1
python-python-discovery 1.6.1-1
python-pyxdg 0.28-7
python-requests 2.34.2-1
python-rich 15.0.0-1
python-secretstorage 3.5.0-1
python-setproctitle 1.3.7-2
python-setuptools 1:84.0.0-1
python-setuptools-scm 10.3.3-1
python-shellingham 1.5.4-4
python-six 1.17.0-3
python-systemd 236-1
python-tomli-w 1.2.0-2
python-tomlkit 0.15.1-1
python-tqdm 4.70.1-1
python-trove-classifiers 2026.6.1.19-1
python-truststore 0.10.4-3
python-typeguard 4.6.0-1
python-typing-inspection 0.4.4-1
python-typing_extensions 4.16.0-1
python-urllib3 2.7.0-1
python-userpath 1.9.2-4
python-uv 0.12.17-1
python-vcs-versioning 2.4.1-1
python-virtualenv 21.9.0-1
python-wcwidth 0.8.4-1
python-wheel 0.48.0-1
qca-qt6 2.3.12-1
qemu-common 11.1.1-4
qemu-hw-display-virtio-gpu-gl 11.1.1-4
qemu-img 11.1.1-4
qemu-system-aarch64 11.1.1-4
qemu-ui-gtk 11.1.1-4
qemu-ui-opengl 11.1.1-4
qrencode 4.1.1-4
qt5-base 5.15.19+kde+r96-1
qt5-declarative 5.15.19+kde+r23-1
qt5-multimedia 5.15.19+kde+r2-1
qt5-quickcontrols2 5.15.19+kde+r5-1
qt5-svg 5.15.19+kde+r5-1
qt5-translations 5.15.19-1
qt5-wayland 5.15.19+kde+r55-1
qt5-x11extras 5.15.19-1
qt6-5compat 6.11.2-1
qt6-base 6.11.2-3
qt6-declarative 6.11.2-2
qt6-imageformats 6.11.2-1
qt6-m3shapes-git r41.32ad9ce-1
qt6-m3shapes-git-debug r41.32ad9ce-1
qt6-multimedia 6.11.2-1
qt6-multimedia-ffmpeg 6.11.2-1
qt6-positioning 6.11.2-1
qt6-scxml 6.11.2-1
qt6-shadertools 6.11.2-1
qt6-speech 6.11.2-1
qt6-svg 6.11.2-1
qt6-tools 6.11.2-1
qt6-translations 6.11.2-1
qt6-wayland 6.11.2-1
qt6-webchannel 6.11.2-1
qt6-webengine 6.11.2-1
qtengine 0.2.1-1
qtengine-debug 0.2.1-1
quickshell-git 0.3.1.r10.g2d3b3e9-1
raptor 2.0.16-9
rav1e 0.8.1-3
rdma-core 65.0-1
re2 2:2025.11.05-6
readline 8.3.6-1
resvg 0.48.1-1
rhash 1.4.6-1
ripgrep 15.2.0-1
ripgrep-all 0.10.10-3
rnnoise 1:0.2-1
rofimoji 6.8.0-1
rsync 3.5.0-1
rtmpdump 1:2.6-2
rubberband 4.0.0-2
rustup 1.29.1-1
rygel 1:45.2-1
sane 1.4.0-4
sbc 2.2-1
sdbus-cpp 2.3.1-1
sdl12-compat 1.2.68-2
sdl2-compat 2.32.72-1
sdl3 3.4.16-1
seatd 0.9.3-1
sed 4.10-2
semver 7.8.5-1
serd 0.32.10-1
shaderc 2026.3-1
shadow 4.20.0.arch1-1
shared-mime-info 2.5.1-2
showtime 50.0-1
simdjson 1:4.6.11-1
simple-scan 50.0-1
slang 2.3.3-4
slurp 1.5.0-2
smali 2.5.2-2
smartmontools 7.5-1
smbclient 2:4.24.7-1
snappy 1.2.2-3
snapshot 50.0-1
sndio 1.10.0-1
sof-firmware 2025.12.2-1
solid 6.30.0-1
sonnet 6.30.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.1-1
source-highlight 3.1.9-19
spandsp 0.0.6-7
speech-dispatcher 0.12.1-3
speex 1.2.1-2
speexdsp 1.2.1-2
spicetify-cli 2.45.1-1
spicetify-cli-debug 2.45.0-1
spicetify-marketplace-bin 1.0.8-1
spirv-tools 1:1.4.357.0-1
spotify 1:1.2.96.518-2
sqlite 3.53.4-1
sratom 0.6.22-1
srt 1.5.7-1
starship 1.26.0-1
startup-notification 0.12-9
steam 1.0.0.87-3
steam-devices 1.0.0.87-3
sudo 1.9.17.p2-6
svt-av1 4.2.0-1
swappy 1.8.0-1
syndication 6.30.0-1
syntax-highlighting 6.30.0-1
systemd 261.3-1
systemd-libs 261.3-1
systemd-sysvcompat 261.3-1
taglib 2.3.2-1
talloc 2.5.0-2
tar 1.35-5
tcl 8.6.16-1
tdb 1.4.15-2
tecla 50.0-1
telegram-desktop 7.2.8-1
tevent 1:0.17.2-2
texinfo 7.3-1
theclicker 0.4.0-1
thunar 4.20.10-1
tinysparql 3.11.1-1
tk 8.6.16-1
tlottie 1.0.6-1
tomlplusplus 3.4.0-2
totem-pl-parser 3.26.7-1
tpm2-tss 4.2.0-2
trash-cli 0.24.5.26-3
tslib 1.24-1
ttf-cascadia-code-nerd 3.5.1-2
ttf-jetbrains-mono-nerd 3.5.1-2
ttf-liberation 2.1.5-2
ttf-material-symbols-variable 2.874-1
ttf-rubik-vf 2.3.0-3
twolame 0.4.0-4
tzdata 2026d-1
uchardet 0.0.8-4
udisks2 2.11.2-1
ufw 0.36.2-7
unzip 6.0-23
upower 1.91.4-1
usbmuxd 1.1.1-4
usbutils 019-1
util-linux 2.42.3-1
util-linux-libs 2.42.3-1
uv 0.12.17-1
v4l-utils 1.32.0-2
vapoursynth 79-1
vde2 2.3.3-9
vid.stab 1.1.2-1
vim 9.2.1046-1
vim-runtime 9.2.1046-1
virglrenderer 1.3.0-2
virtualbox 7.2.18-1
virtualbox-host-dkms 7.2.18-1
visual-studio-code-bin 1.138.0-1
vmaf 3.2.1-1
volume_key 0.3.12-12
vte-common 0.84.1-1
vte3 0.84.1-1
vulkan-headers 1:1.4.357.0-1
vulkan-icd-loader 1.4.357.0-1
vulkan-intel 1:26.2.3-1
vulkan-mesa-implicit-layers 1:26.2.3-1
vulkan-nouveau 1:26.2.3-1
vulkan-radeon 1:26.2.3-1
wavpack 5.9.0-1
waydroid 1.6.3-1
waydroid-script-git 1:r189.d5289cf-1
waydroid-script-git-debug 1:r189.d5289cf-1
wayland 1.26.0-1
wayland-protocols 1.49-1
webkitgtk-6.0 2.52.6-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-6
whapa 394.c17ca34-1
which 2.25-1
wildmidi 0.5.0-1
wireplumber 0.5.17-1
wl-clipboard 1:2.3.0-1
woff2 1.0.2-6
wolfssl 5.9.2-1
wpa_supplicant 2:2.12-1
wsdd 0.9-2
wtype 0.4-2
x264 3:0.165.r3222.b35605a-2
x265 4.3-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xclicker 1.5.1-1
xclicker-debug 1.5.1-1
xdg-dbus-proxy 0.1.8-1
xdg-desktop-portal 1.22.1-2
xdg-desktop-portal-gnome 50.0-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.4.1-2
xdg-user-dirs 0.20-1
xdg-user-dirs-gtk 0.16-1
xdg-utils 1.2.1-2
xf86-video-amdgpu 25.0.0-1
xf86-video-ati 1:22.0.0-3
xf86-video-nouveau 1.0.18-1
xfconf 4.20.0-2
xkeyboard-config 2.48-1
xmlsec 1.3.12-1
xorg-fonts-encodings 1.1.0-2
xorg-server-common 21.1.24-1
xorg-setxkbmap 1.3.5-1
xorg-xkbcomp 1.5.0-1
xorg-xmodmap 1.0.12-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xwayland 24.1.13-1
xorgproto 2025.1-1
xvidcore 1.3.7-4
xxhash 0.8.4-1
xz 5.8.4-1
yarn 1.22.22-2
yay 13.0.1-1
yay-debug 13.0.1-1
ydotool 1.0.4-2
yelp 49.2-1
yelp-xsl 49.0-1
yyjson 0.13.0-1
zapzap 7.4.4-1
zbar 0.23.93-7
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-2
zint 2.16.0-2
zip 3.0-14
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zoxide 0.10.0-1
zstd 1.5.7-3
zvbi 0.2.45-1
zxing-cpp 3.1.1-1
